"","AGE","SEX","YEAR"
"8440",32,1,1977
"8441",60,2,1977
"8442",47,2,1977
"8443",59,1,1977
"8444",58,2,1977
"8445",61,1,1977
"8446",36,2,1977
"8447",42,1,1977
"8448",25,1,1977
"8449",67,1,1977
"8450",25,2,1977
"8451",35,1,1977
"8452",32,1,1977
"8453",45,1,1977
"8454",29,1,1977
"8455",26,1,1977
"8456",30,1,1977
"8457",20,1,1977
"8458",68,1,1977
"8459",63,1,1977
"8460",51,2,1977
"8461",28,2,1977
"8462",27,1,1977
"8463",32,1,1977
"8464",30,2,1977
"8465",39,2,1977
"8466",40,1,1977
"8467",31,1,1977
"8468",41,1,1977
"8469",42,1,1977
"8470",26,2,1977
"8471",38,2,1977
"8472",33,1,1977
"8473",65,2,1977
"8474",53,1,1977
"8475",73,2,1977
"8476",46,1,1977
"8477",53,2,1977
"8478",42,2,1977
"8479",26,1,1977
"8480",44,1,1977
"8481",39,2,1977
"8482",42,1,1977
"8483",42,2,1977
"8484",33,1,1977
"8485",20,1,1977
"8486",23,1,1977
"8487",23,1,1977
"8488",28,2,1977
"8489",51,1,1977
"8490",33,2,1977
"8491",23,1,1977
"8492",58,1,1977
"8493",32,1,1977
"8494",20,2,1977
"8495",33,1,1977
"8496",37,1,1977
"8497",54,1,1977
"8498",27,2,1977
"8499",65,1,1977
"8500",54,1,1977
"8501",27,1,1977
"8502",50,2,1977
"8503",49,1,1977
"8504",30,2,1977
"8505",66,1,1977
"8506",54,2,1977
"8507",44,2,1977
"8508",31,2,1977
"8509",28,1,1977
"8510",52,2,1977
"8511",43,2,1977
"8512",55,1,1977
"8513",35,1,1977
"8514",47,2,1977
"8515",25,2,1977
"8516",42,1,1977
"8517",34,1,1977
"8518",28,2,1977
"8519",21,1,1977
"8520",63,1,1977
"8521",45,2,1977
"8522",25,1,1977
"8523",61,2,1977
"8524",35,2,1977
"8525",33,2,1977
"8526",48,2,1977
"8527",46,1,1977
"8528",34,2,1977
"8529",25,2,1977
"8530",36,2,1977
"8531",45,1,1977
"8532",28,1,1977
"8533",44,1,1977
"8534",51,1,1977
"8535",51,1,1977
"8536",30,2,1977
"8537",73,2,1977
"8538",43,1,1977
"8539",51,1,1977
"8540",29,2,1977
"8541",34,1,1977
"8542",76,1,1977
"8543",72,1,1977
"8544",53,2,1977
"8545",59,2,1977
"8546",60,1,1977
"8547",40,1,1977
"8548",61,1,1977
"8549",37,1,1977
"8550",55,2,1977
"8551",48,1,1977
"8552",60,2,1977
"8553",41,2,1977
"8554",30,2,1977
"8555",31,2,1977
"8556",58,1,1977
"8557",58,2,1977
"8558",37,1,1977
"8559",60,2,1977
"8560",24,1,1977
"8561",57,1,1977
"8562",29,2,1977
"8563",51,2,1977
"8564",57,2,1977
"8565",37,1,1977
"8566",44,1,1977
"8567",34,2,1977
"8568",70,1,1977
"8569",62,2,1977
"8570",60,2,1977
"8571",42,2,1977
"8572",73,1,1977
"8573",40,1,1977
"8574",73,2,1977
"8575",70,2,1977
"8576",36,1,1977
"8577",27,2,1977
"8578",53,1,1977
"8579",37,1,1977
"8580",32,2,1977
"8581",40,2,1977
"8582",26,2,1977
"8583",39,1,1977
"8584",83,2,1977
"8585",49,1,1977
"8586",28,1,1977
"8587",22,2,1977
"8588",65,1,1977
"8589",44,2,1977
"8590",28,2,1977
"8591",52,2,1977
"8592",31,1,1977
"8593",50,2,1977
"8594",49,1,1977
"8595",58,2,1977
"8596",30,2,1977
"8597",31,1,1977
"8598",25,2,1977
"8599",50,2,1977
"8600",31,2,1977
"8601",27,1,1977
"8602",63,1,1977
"8603",22,1,1977
"8604",29,1,1977
"8605",38,2,1977
"8606",50,1,1977
"8607",37,1,1977
"8608",24,1,1977
"8609",56,2,1977
"8610",56,2,1977
"8611",46,1,1977
"8612",45,1,1977
"8613",63,1,1977
"8614",48,1,1977
"8615",29,2,1977
"8616",25,2,1977
"8617",26,2,1977
"8618",66,2,1977
"8619",53,2,1977
"8620",46,2,1977
"8621",26,1,1977
"8622",40,2,1977
"8623",67,2,1977
"8624",57,2,1977
"8625",34,2,1977
"8626",28,1,1977
"8627",45,1,1977
"8628",26,2,1977
"8629",58,2,1977
"8630",43,1,1977
"8631",26,1,1977
"8632",85,2,1977
"8633",27,1,1977
"8634",26,2,1977
"8635",26,1,1977
"8636",49,1,1977
"8637",24,2,1977
"8638",39,1,1977
"8639",38,2,1977
"8640",36,1,1977
"8641",49,2,1977
"8642",30,1,1977
"8643",66,2,1977
"8644",49,2,1977
"8645",27,2,1977
"8646",70,2,1977
"8647",25,2,1977
"8648",58,1,1977
"8649",76,1,1977
"8650",59,2,1977
"8651",26,2,1977
"8652",38,2,1977
"8653",61,2,1977
"8654",27,1,1977
"8655",19,1,1977
"8656",65,2,1977
"8657",43,1,1977
"8658",76,2,1977
"8659",33,2,1977
"8660",57,1,1977
"8661",53,2,1977
"8662",59,1,1977
"8663",78,2,1977
"8664",67,2,1977
"8665",53,2,1977
"8666",21,1,1977
"8667",34,2,1977
"8668",36,1,1977
"8669",31,2,1977
"8670",30,2,1977
"8671",33,2,1977
"8672",21,2,1977
"8673",31,2,1977
"8674",20,1,1977
"8675",62,1,1977
"8676",53,2,1977
"8677",42,1,1977
"8678",57,2,1977
"8679",22,2,1977
"8680",19,1,1977
"8681",26,2,1977
"8682",50,1,1977
"8683",55,2,1977
"8684",71,2,1977
"8685",-98,1,1977
"8686",32,2,1977
"8687",57,2,1977
"8688",26,2,1977
"8689",33,2,1977
"8690",47,1,1977
"8691",54,2,1977
"8692",45,2,1977
"8693",43,2,1977
"8694",62,2,1977
"8695",46,1,1977
"8696",48,1,1977
"8697",26,1,1977
"8698",30,2,1977
"8699",34,1,1977
"8700",38,2,1977
"8701",22,1,1977
"8702",28,2,1977
"8703",45,2,1977
"8704",59,1,1977
"8705",58,1,1977
"8706",38,1,1977
"8707",47,1,1977
"8708",33,2,1977
"8709",62,2,1977
"8710",70,1,1977
"8711",18,2,1977
"8712",38,1,1977
"8713",35,2,1977
"8714",62,2,1977
"8715",30,1,1977
"8716",35,1,1977
"8717",63,2,1977
"8718",59,2,1977
"8719",68,2,1977
"8720",30,2,1977
"8721",64,2,1977
"8722",20,1,1977
"8723",24,1,1977
"8724",39,2,1977
"8725",28,1,1977
"8726",29,1,1977
"8727",64,1,1977
"8728",34,1,1977
"8729",45,1,1977
"8730",25,1,1977
"8731",26,2,1977
"8732",22,2,1977
"8733",67,1,1977
"8734",50,1,1977
"8735",68,2,1977
"8736",19,1,1977
"8737",36,2,1977
"8738",52,2,1977
"8739",58,2,1977
"8740",81,1,1977
"8741",74,1,1977
"8742",52,1,1977
"8743",62,2,1977
"8744",45,2,1977
"8745",25,2,1977
"8746",67,2,1977
"8747",52,2,1977
"8748",52,1,1977
"8749",38,2,1977
"8750",57,2,1977
"8751",34,1,1977
"8752",33,1,1977
"8753",50,2,1977
"8754",19,2,1977
"8755",50,1,1977
"8756",28,2,1977
"8757",26,2,1977
"8758",45,1,1977
"8759",72,1,1977
"8760",68,2,1977
"8761",21,2,1977
"8762",43,2,1977
"8763",38,2,1977
"8764",55,2,1977
"8765",58,2,1977
"8766",23,1,1977
"8767",20,2,1977
"8768",58,1,1977
"8769",47,2,1977
"8770",20,1,1977
"8771",26,2,1977
"8772",25,2,1977
"8773",67,1,1977
"8774",23,1,1977
"8775",67,1,1977
"8776",65,2,1977
"8777",70,1,1977
"8778",73,1,1977
"8779",39,2,1977
"8780",33,1,1977
"8781",74,1,1977
"8782",23,2,1977
"8783",36,1,1977
"8784",23,2,1977
"8785",42,1,1977
"8786",37,2,1977
"8787",31,2,1977
"8788",58,2,1977
"8789",64,1,1977
"8790",33,2,1977
"8791",59,1,1977
"8792",55,2,1977
"8793",64,1,1977
"8794",26,1,1977
"8795",50,2,1977
"8796",47,2,1977
"8797",54,2,1977
"8798",39,1,1977
"8799",29,2,1977
"8800",51,1,1977
"8801",23,2,1977
"8802",68,1,1977
"8803",27,1,1977
"8804",25,2,1977
"8805",51,2,1977
"8806",71,2,1977
"8807",73,1,1977
"8808",68,2,1977
"8809",73,2,1977
"8810",73,2,1977
"8811",37,1,1977
"8812",34,2,1977
"8813",24,1,1977
"8814",34,1,1977
"8815",81,2,1977
"8816",37,2,1977
"8817",24,1,1977
"8818",36,1,1977
"8819",37,2,1977
"8820",36,2,1977
"8821",49,1,1977
"8822",35,2,1977
"8823",73,2,1977
"8824",56,2,1977
"8825",19,2,1977
"8826",44,1,1977
"8827",59,1,1977
"8828",55,2,1977
"8829",45,1,1977
"8830",55,2,1977
"8831",27,2,1977
"8832",20,2,1977
"8833",24,1,1977
"8834",38,2,1977
"8835",29,1,1977
"8836",37,2,1977
"8837",32,2,1977
"8838",27,1,1977
"8839",32,2,1977
"8840",28,2,1977
"8841",45,1,1977
"8842",63,2,1977
"8843",40,1,1977
"8844",28,1,1977
"8845",19,2,1977
"8846",37,1,1977
"8847",67,1,1977
"8848",65,2,1977
"8849",21,1,1977
"8850",59,1,1977
"8851",71,1,1977
"8852",56,1,1977
"8853",67,2,1977
"8854",81,2,1977
"8855",30,1,1977
"8856",44,2,1977
"8857",42,2,1977
"8858",77,2,1977
"8859",20,1,1977
"8860",22,2,1977
"8861",86,1,1977
"8862",23,2,1977
"8863",77,2,1977
"8864",23,1,1977
"8865",77,1,1977
"8866",20,2,1977
"8867",44,2,1977
"8868",43,1,1977
"8869",20,1,1977
"8870",22,1,1977
"8871",65,2,1977
"8872",62,1,1977
"8873",27,1,1977
"8874",40,2,1977
"8875",27,1,1977
"8876",-99,2,1977
"8877",67,2,1977
"8878",41,1,1977
"8879",33,1,1977
"8880",39,2,1977
"8881",87,2,1977
"8882",48,2,1977
"8883",29,2,1977
"8884",57,2,1977
"8885",24,1,1977
"8886",45,1,1977
"8887",26,2,1977
"8888",80,1,1977
"8889",22,2,1977
"8890",29,2,1977
"8891",45,1,1977
"8892",33,2,1977
"8893",40,1,1977
"8894",32,2,1977
"8895",49,1,1977
"8896",34,1,1977
"8897",34,1,1977
"8898",79,1,1977
"8899",75,1,1977
"8900",31,2,1977
"8901",19,2,1977
"8902",42,1,1977
"8903",45,1,1977
"8904",58,2,1977
"8905",46,1,1977
"8906",58,1,1977
"8907",63,2,1977
"8908",61,1,1977
"8909",57,2,1977
"8910",22,2,1977
"8911",71,1,1977
"8912",70,1,1977
"8913",48,1,1977
"8914",38,2,1977
"8915",59,1,1977
"8916",72,2,1977
"8917",54,1,1977
"8918",64,1,1977
"8919",35,1,1977
"8920",62,2,1977
"8921",40,1,1977
"8922",31,2,1977
"8923",50,2,1977
"8924",24,2,1977
"8925",28,1,1977
"8926",34,2,1977
"8927",71,2,1977
"8928",42,1,1977
"8929",33,2,1977
"8930",55,2,1977
"8931",35,1,1977
"8932",53,1,1977
"8933",42,2,1977
"8934",27,2,1977
"8935",24,1,1977
"8936",41,1,1977
"8937",34,1,1977
"8938",23,2,1977
"8939",26,1,1977
"8940",42,1,1977
"8941",45,2,1977
"8942",19,1,1977
"8943",33,1,1977
"8944",44,2,1977
"8945",36,1,1977
"8946",56,2,1977
"8947",42,2,1977
"8948",36,1,1977
"8949",32,1,1977
"8950",21,2,1977
"8951",62,2,1977
"8952",26,2,1977
"8953",37,2,1977
"8954",42,2,1977
"8955",33,1,1977
"8956",74,1,1977
"8957",21,2,1977
"8958",51,1,1977
"8959",54,1,1977
"8960",42,1,1977
"8961",41,1,1977
"8962",31,2,1977
"8963",28,1,1977
"8964",38,2,1977
"8965",26,1,1977
"8966",23,2,1977
"8967",58,2,1977
"8968",41,1,1977
"8969",45,1,1977
"8970",43,2,1977
"8971",47,1,1977
"8972",52,2,1977
"8973",28,1,1977
"8974",58,2,1977
"8975",22,1,1977
"8976",25,2,1977
"8977",20,2,1977
"8978",68,1,1977
"8979",26,2,1977
"8980",43,2,1977
"8981",37,2,1977
"8982",28,2,1977
"8983",53,1,1977
"8984",40,2,1977
"8985",66,1,1977
"8986",59,2,1977
"8987",63,1,1977
"8988",19,1,1977
"8989",41,1,1977
"8990",69,2,1977
"8991",59,1,1977
"8992",21,1,1977
"8993",46,2,1977
"8994",45,2,1977
"8995",49,2,1977
"8996",27,1,1977
"8997",75,2,1977
"8998",27,1,1977
"8999",51,2,1977
"9000",69,2,1977
"9001",30,1,1977
"9002",56,1,1977
"9003",77,1,1977
"9004",72,1,1977
"9005",33,2,1977
"9006",68,1,1977
"9007",21,2,1977
"9008",55,2,1977
"9009",33,2,1977
"9010",58,1,1977
"9011",60,1,1977
"9012",49,1,1977
"9013",68,1,1977
"9014",61,1,1977
"9015",39,2,1977
"9016",41,2,1977
"9017",34,2,1977
"9018",39,2,1977
"9019",39,1,1977
"9020",24,2,1977
"9021",33,2,1977
"9022",87,1,1977
"9023",54,2,1977
"9024",27,1,1977
"9025",20,2,1977
"9026",18,1,1977
"9027",49,1,1977
"9028",29,2,1977
"9029",36,1,1977
"9030",52,1,1977
"9031",45,2,1977
"9032",52,2,1977
"9033",50,1,1977
"9034",27,2,1977
"9035",71,1,1977
"9036",24,1,1977
"9037",25,2,1977
"9038",24,1,1977
"9039",55,1,1977
"9040",38,2,1977
"9041",59,1,1977
"9042",41,1,1977
"9043",69,1,1977
"9044",19,2,1977
"9045",75,1,1977
"9046",56,1,1977
"9047",22,2,1977
"9048",59,1,1977
"9049",69,1,1977
"9050",32,1,1977
"9051",49,2,1977
"9052",26,1,1977
"9053",59,2,1977
"9054",44,2,1977
"9055",59,2,1977
"9056",57,1,1977
"9057",53,1,1977
"9058",32,2,1977
"9059",58,1,1977
"9060",81,1,1977
"9061",57,2,1977
"9062",22,1,1977
"9063",53,1,1977
"9064",43,1,1977
"9065",51,1,1977
"9066",69,2,1977
"9067",68,2,1977
"9068",57,2,1977
"9069",56,2,1977
"9070",22,1,1977
"9071",22,1,1977
"9072",41,2,1977
"9073",35,1,1977
"9074",53,2,1977
"9075",53,2,1977
"9076",51,2,1977
"9077",21,2,1977
"9078",33,1,1977
"9079",54,1,1977
"9080",36,1,1977
"9081",70,2,1977
"9082",42,1,1977
"9083",43,2,1977
"9084",24,1,1977
"9085",42,1,1977
"9086",27,1,1977
"9087",23,1,1977
"9088",32,1,1977
"9089",71,1,1977
"9090",69,1,1977
"9091",69,2,1977
"9092",59,1,1977
"9093",54,2,1977
"9094",69,2,1977
"9095",57,2,1977
"9096",73,1,1977
"9097",43,1,1977
"9098",40,2,1977
"9099",40,2,1977
"9100",28,2,1977
"9101",70,2,1977
"9102",41,2,1977
"9103",52,2,1977
"9104",52,2,1977
"9105",57,2,1977
"9106",63,1,1977
"9107",46,2,1977
"9108",50,2,1977
"9109",45,1,1977
"9110",28,2,1977
"9111",36,1,1977
"9112",44,2,1977
"9113",57,2,1977
"9114",30,1,1977
"9115",61,1,1977
"9116",54,2,1977
"9117",61,2,1977
"9118",45,2,1977
"9119",21,1,1977
"9120",28,1,1977
"9121",52,2,1978
"9122",74,2,1978
"9123",35,1,1978
"9124",50,2,1978
"9125",41,2,1978
"9126",19,1,1978
"9127",19,1,1978
"9128",59,1,1978
"9129",49,2,1978
"9130",21,1,1978
"9131",44,1,1978
"9132",81,1,1978
"9133",46,1,1978
"9134",52,2,1978
"9135",53,1,1978
"9136",24,1,1978
"9137",43,1,1978
"9138",25,2,1978
"9139",35,1,1978
"9140",43,1,1978
"9141",73,2,1978
"9142",58,1,1978
"9143",51,2,1978
"9144",57,1,1978
"9145",44,1,1978
"9146",76,1,1978
"9147",33,2,1978
"9148",39,2,1978
"9149",19,2,1978
"9150",40,2,1978
"9151",25,1,1978
"9152",73,2,1978
"9153",63,1,1978
"9154",22,2,1978
"9155",20,2,1978
"9156",74,2,1978
"9157",31,1,1978
"9158",35,2,1978
"9159",26,2,1978
"9160",50,2,1978
"9161",44,1,1978
"9162",52,2,1978
"9163",39,1,1978
"9164",30,2,1978
"9165",35,1,1978
"9166",27,1,1978
"9167",30,2,1978
"9168",57,2,1978
"9169",59,1,1978
"9170",71,1,1978
"9171",81,1,1978
"9172",72,2,1978
"9173",66,2,1978
"9174",48,1,1978
"9175",38,2,1978
"9176",56,1,1978
"9177",30,1,1978
"9178",22,2,1978
"9179",22,1,1978
"9180",22,1,1978
"9181",21,2,1978
"9182",56,1,1978
"9183",31,1,1978
"9184",44,2,1978
"9185",57,2,1978
"9186",63,2,1978
"9187",23,2,1978
"9188",18,2,1978
"9189",21,2,1978
"9190",26,1,1978
"9191",23,2,1978
"9192",20,2,1978
"9193",44,1,1978
"9194",53,2,1978
"9195",55,2,1978
"9196",25,1,1978
"9197",73,1,1978
"9198",45,2,1978
"9199",28,1,1978
"9200",45,1,1978
"9201",44,1,1978
"9202",42,2,1978
"9203",70,2,1978
"9204",29,2,1978
"9205",52,1,1978
"9206",32,2,1978
"9207",56,1,1978
"9208",49,2,1978
"9209",82,1,1978
"9210",32,1,1978
"9211",24,2,1978
"9212",41,1,1978
"9213",79,1,1978
"9214",46,1,1978
"9215",30,1,1978
"9216",33,1,1978
"9217",46,1,1978
"9218",32,1,1978
"9219",24,2,1978
"9220",26,2,1978
"9221",71,2,1978
"9222",52,2,1978
"9223",36,1,1978
"9224",28,2,1978
"9225",42,2,1978
"9226",40,1,1978
"9227",49,2,1978
"9228",53,1,1978
"9229",42,2,1978
"9230",41,2,1978
"9231",71,1,1978
"9232",52,2,1978
"9233",44,1,1978
"9234",57,1,1978
"9235",57,2,1978
"9236",32,1,1978
"9237",77,1,1978
"9238",19,2,1978
"9239",32,1,1978
"9240",31,2,1978
"9241",28,1,1978
"9242",18,2,1978
"9243",78,2,1978
"9244",28,1,1978
"9245",26,1,1978
"9246",59,2,1978
"9247",42,1,1978
"9248",66,2,1978
"9249",62,2,1978
"9250",51,1,1978
"9251",37,2,1978
"9252",26,2,1978
"9253",30,2,1978
"9254",31,2,1978
"9255",20,1,1978
"9256",48,2,1978
"9257",52,2,1978
"9258",24,1,1978
"9259",25,2,1978
"9260",40,1,1978
"9261",42,2,1978
"9262",32,1,1978
"9263",34,2,1978
"9264",63,2,1978
"9265",50,1,1978
"9266",33,2,1978
"9267",78,1,1978
"9268",30,2,1978
"9269",72,1,1978
"9270",38,2,1978
"9271",37,2,1978
"9272",60,1,1978
"9273",28,2,1978
"9274",51,2,1978
"9275",55,1,1978
"9276",52,2,1978
"9277",35,1,1978
"9278",26,2,1978
"9279",19,1,1978
"9280",29,1,1978
"9281",33,2,1978
"9282",36,2,1978
"9283",49,1,1978
"9284",46,2,1978
"9285",19,2,1978
"9286",68,2,1978
"9287",51,1,1978
"9288",68,2,1978
"9289",81,1,1978
"9290",41,1,1978
"9291",57,2,1978
"9292",76,2,1978
"9293",41,1,1978
"9294",59,1,1978
"9295",54,2,1978
"9296",60,2,1978
"9297",25,1,1978
"9298",20,2,1978
"9299",23,2,1978
"9300",37,2,1978
"9301",72,1,1978
"9302",48,2,1978
"9303",21,1,1978
"9304",21,2,1978
"9305",58,2,1978
"9306",87,2,1978
"9307",32,1,1978
"9308",76,2,1978
"9309",21,2,1978
"9310",43,1,1978
"9311",19,2,1978
"9312",35,2,1978
"9313",21,1,1978
"9314",66,1,1978
"9315",54,2,1978
"9316",38,2,1978
"9317",20,2,1978
"9318",44,2,1978
"9319",20,1,1978
"9320",60,1,1978
"9321",23,1,1978
"9322",75,2,1978
"9323",30,1,1978
"9324",35,2,1978
"9325",75,2,1978
"9326",54,2,1978
"9327",31,1,1978
"9328",54,2,1978
"9329",30,2,1978
"9330",43,1,1978
"9331",26,2,1978
"9332",44,2,1978
"9333",23,2,1978
"9334",35,1,1978
"9335",37,1,1978
"9336",30,1,1978
"9337",30,1,1978
"9338",57,2,1978
"9339",54,2,1978
"9340",59,2,1978
"9341",56,2,1978
"9342",28,1,1978
"9343",43,2,1978
"9344",42,1,1978
"9345",22,1,1978
"9346",40,1,1978
"9347",66,1,1978
"9348",29,2,1978
"9349",44,2,1978
"9350",24,2,1978
"9351",45,2,1978
"9352",46,2,1978
"9353",24,1,1978
"9354",29,2,1978
"9355",37,2,1978
"9356",22,2,1978
"9357",47,1,1978
"9358",26,1,1978
"9359",51,1,1978
"9360",34,2,1978
"9361",23,2,1978
"9362",54,2,1978
"9363",25,2,1978
"9364",27,2,1978
"9365",43,2,1978
"9366",23,2,1978
"9367",66,1,1978
"9368",31,1,1978
"9369",50,1,1978
"9370",58,2,1978
"9371",35,1,1978
"9372",42,2,1978
"9373",55,1,1978
"9374",55,2,1978
"9375",32,1,1978
"9376",43,2,1978
"9377",25,1,1978
"9378",89,2,1978
"9379",65,1,1978
"9380",25,2,1978
"9381",24,1,1978
"9382",72,2,1978
"9383",56,1,1978
"9384",37,2,1978
"9385",24,2,1978
"9386",61,1,1978
"9387",67,1,1978
"9388",50,2,1978
"9389",47,1,1978
"9390",71,2,1978
"9391",79,2,1978
"9392",46,2,1978
"9393",83,2,1978
"9394",26,2,1978
"9395",30,1,1978
"9396",71,2,1978
"9397",19,1,1978
"9398",28,2,1978
"9399",21,1,1978
"9400",56,1,1978
"9401",22,2,1978
"9402",27,1,1978
"9403",71,2,1978
"9404",32,2,1978
"9405",69,2,1978
"9406",51,1,1978
"9407",38,2,1978
"9408",20,2,1978
"9409",69,1,1978
"9410",21,1,1978
"9411",40,1,1978
"9412",24,2,1978
"9413",36,1,1978
"9414",61,2,1978
"9415",20,1,1978
"9416",30,2,1978
"9417",58,2,1978
"9418",31,2,1978
"9419",48,1,1978
"9420",43,1,1978
"9421",37,2,1978
"9422",71,2,1978
"9423",67,1,1978
"9424",63,2,1978
"9425",62,2,1978
"9426",72,1,1978
"9427",40,1,1978
"9428",23,1,1978
"9429",51,2,1978
"9430",34,1,1978
"9431",53,1,1978
"9432",69,1,1978
"9433",42,2,1978
"9434",33,2,1978
"9435",58,2,1978
"9436",28,1,1978
"9437",31,2,1978
"9438",24,2,1978
"9439",62,1,1978
"9440",54,1,1978
"9441",40,1,1978
"9442",30,1,1978
"9443",21,1,1978
"9444",67,1,1978
"9445",30,2,1978
"9446",27,2,1978
"9447",31,1,1978
"9448",26,2,1978
"9449",47,2,1978
"9450",27,2,1978
"9451",27,1,1978
"9452",20,2,1978
"9453",28,1,1978
"9454",79,2,1978
"9455",26,1,1978
"9456",37,1,1978
"9457",21,1,1978
"9458",43,1,1978
"9459",31,1,1978
"9460",34,2,1978
"9461",27,2,1978
"9462",41,2,1978
"9463",59,2,1978
"9464",39,1,1978
"9465",34,1,1978
"9466",54,2,1978
"9467",48,2,1978
"9468",24,2,1978
"9469",79,2,1978
"9470",48,2,1978
"9471",26,2,1978
"9472",35,1,1978
"9473",37,2,1978
"9474",25,1,1978
"9475",25,1,1978
"9476",77,1,1978
"9477",19,2,1978
"9478",19,2,1978
"9479",67,2,1978
"9480",61,2,1978
"9481",40,2,1978
"9482",61,2,1978
"9483",30,1,1978
"9484",71,2,1978
"9485",31,2,1978
"9486",34,1,1978
"9487",54,2,1978
"9488",34,1,1978
"9489",48,2,1978
"9490",47,1,1978
"9491",52,1,1978
"9492",52,2,1978
"9493",49,1,1978
"9494",41,2,1978
"9495",65,2,1978
"9496",36,2,1978
"9497",79,1,1978
"9498",39,2,1978
"9499",72,2,1978
"9500",36,1,1978
"9501",24,2,1978
"9502",38,2,1978
"9503",36,1,1978
"9504",66,1,1978
"9505",32,2,1978
"9506",40,1,1978
"9507",38,2,1978
"9508",41,1,1978
"9509",58,2,1978
"9510",49,1,1978
"9511",24,2,1978
"9512",42,2,1978
"9513",19,1,1978
"9514",38,2,1978
"9515",65,2,1978
"9516",26,2,1978
"9517",35,2,1978
"9518",74,2,1978
"9519",32,1,1978
"9520",25,1,1978
"9521",56,2,1978
"9522",28,2,1978
"9523",30,1,1978
"9524",23,2,1978
"9525",32,2,1978
"9526",64,2,1978
"9527",40,2,1978
"9528",80,2,1978
"9529",26,1,1978
"9530",42,1,1978
"9531",48,2,1978
"9532",25,1,1978
"9533",71,1,1978
"9534",25,2,1978
"9535",64,2,1978
"9536",26,1,1978
"9537",28,2,1978
"9538",43,2,1978
"9539",23,2,1978
"9540",62,2,1978
"9541",24,1,1978
"9542",25,1,1978
"9543",26,2,1978
"9544",24,2,1978
"9545",23,1,1978
"9546",70,1,1978
"9547",42,1,1978
"9548",26,2,1978
"9549",23,2,1978
"9550",37,2,1978
"9551",22,2,1978
"9552",26,2,1978
"9553",24,1,1978
"9554",28,2,1978
"9555",22,2,1978
"9556",21,2,1978
"9557",30,2,1978
"9558",62,1,1978
"9559",20,1,1978
"9560",20,2,1978
"9561",69,1,1978
"9562",29,2,1978
"9563",26,2,1978
"9564",20,1,1978
"9565",35,2,1978
"9566",56,2,1978
"9567",34,1,1978
"9568",25,2,1978
"9569",54,2,1978
"9570",56,1,1978
"9571",74,1,1978
"9572",24,2,1978
"9573",43,1,1978
"9574",31,2,1978
"9575",30,2,1978
"9576",30,2,1978
"9577",89,2,1978
"9578",25,1,1978
"9579",41,1,1978
"9580",60,2,1978
"9581",26,2,1978
"9582",52,1,1978
"9583",37,2,1978
"9584",61,1,1978
"9585",79,1,1978
"9586",60,2,1978
"9587",54,2,1978
"9588",50,2,1978
"9589",58,1,1978
"9590",65,2,1978
"9591",34,2,1978
"9592",33,1,1978
"9593",56,2,1978
"9594",42,1,1978
"9595",43,1,1978
"9596",49,2,1978
"9597",55,1,1978
"9598",39,1,1978
"9599",39,2,1978
"9600",23,2,1978
"9601",59,1,1978
"9602",29,1,1978
"9603",82,2,1978
"9604",68,1,1978
"9605",60,2,1978
"9606",84,1,1978
"9607",22,2,1978
"9608",32,2,1978
"9609",71,2,1978
"9610",30,1,1978
"9611",50,1,1978
"9612",37,2,1978
"9613",44,2,1978
"9614",41,2,1978
"9615",72,2,1978
"9616",33,2,1978
"9617",38,2,1978
"9618",20,2,1978
"9619",28,1,1978
"9620",35,2,1978
"9621",38,1,1978
"9622",27,2,1978
"9623",23,1,1978
"9624",29,1,1978
"9625",23,1,1978
"9626",51,1,1978
"9627",73,2,1978
"9628",23,1,1978
"9629",32,1,1978
"9630",32,2,1978
"9631",39,1,1978
"9632",29,2,1978
"9633",31,1,1978
"9634",31,2,1978
"9635",41,1,1978
"9636",33,2,1978
"9637",35,1,1978
"9638",35,2,1978
"9639",26,2,1978
"9640",71,1,1978
"9641",31,2,1978
"9642",36,2,1978
"9643",22,1,1978
"9644",33,2,1978
"9645",51,1,1978
"9646",65,1,1978
"9647",24,2,1978
"9648",22,1,1978
"9649",35,1,1978
"9650",60,1,1978
"9651",25,1,1978
"9652",58,1,1978
"9653",51,1,1978
"9654",58,2,1978
"9655",65,2,1978
"9656",25,2,1978
"9657",82,1,1978
"9658",27,2,1978
"9659",77,2,1978
"9660",24,1,1978
"9661",34,2,1978
"9662",71,2,1978
"9663",21,2,1978
"9664",83,1,1978
"9665",51,1,1978
"9666",39,2,1978
"9667",52,2,1978
"9668",46,2,1978
"9669",41,2,1978
"9670",38,2,1978
"9671",71,1,1978
"9672",81,2,1978
"9673",18,2,1978
"9674",48,2,1978
"9675",33,1,1978
"9676",21,2,1978
"9677",25,2,1978
"9678",34,1,1978
"9679",19,2,1978
"9680",38,2,1978
"9681",32,2,1978
"9682",19,2,1978
"9683",27,2,1978
"9684",29,1,1978
"9685",63,1,1978
"9686",31,2,1978
"9687",89,1,1978
"9688",31,2,1978
"9689",53,2,1978
"9690",29,1,1978
"9691",63,1,1978
"9692",86,2,1978
"9693",57,2,1978
"9694",67,2,1978
"9695",44,1,1978
"9696",44,2,1978
"9697",55,1,1978
"9698",47,2,1978
"9699",59,1,1978
"9700",69,1,1978
"9701",53,1,1978
"9702",22,2,1978
"9703",53,1,1978
"9704",67,1,1978
"9705",25,2,1978
"9706",70,2,1978
"9707",43,1,1978
"9708",24,2,1978
"9709",28,2,1978
"9710",27,2,1978
