"","AGE","SEX","YEAR"
"27419",45,2,1991
"27420",62,1,1991
"27421",80,2,1991
"27422",74,1,1991
"27423",24,2,1991
"27424",46,1,1991
"27425",32,1,1991
"27426",50,1,1991
"27427",38,1,1991
"27428",40,1,1991
"27429",51,1,1991
"27430",59,1,1991
"27431",57,2,1991
"27432",27,2,1991
"27433",23,1,1991
"27434",38,2,1991
"27435",28,1,1991
"27436",52,2,1991
"27437",52,1,1991
"27438",39,1,1991
"27439",41,2,1991
"27440",55,2,1991
"27441",36,2,1991
"27442",33,2,1991
"27443",67,2,1991
"27444",48,2,1991
"27445",20,2,1991
"27446",38,1,1991
"27447",68,2,1991
"27448",41,2,1991
"27449",25,1,1991
"27450",49,2,1991
"27451",57,2,1991
"27452",44,2,1991
"27453",73,2,1991
"27454",72,2,1991
"27455",27,1,1991
"27456",60,1,1991
"27457",21,1,1991
"27458",55,2,1991
"27459",29,2,1991
"27460",38,2,1991
"27461",54,1,1991
"27462",79,1,1991
"27463",53,1,1991
"27464",27,1,1991
"27465",59,2,1991
"27466",32,1,1991
"27467",20,1,1991
"27468",87,2,1991
"27469",31,2,1991
"27470",82,2,1991
"27471",78,2,1991
"27472",83,2,1991
"27473",29,2,1991
"27474",66,1,1991
"27475",22,1,1991
"27476",89,1,1991
"27477",42,2,1991
"27478",39,2,1991
"27479",32,2,1991
"27480",51,1,1991
"27481",30,2,1991
"27482",37,1,1991
"27483",69,2,1991
"27484",78,2,1991
"27485",51,1,1991
"27486",42,1,1991
"27487",75,2,1991
"27488",56,1,1991
"27489",29,1,1991
"27490",72,2,1991
"27491",26,1,1991
"27492",30,1,1991
"27493",76,2,1991
"27494",24,2,1991
"27495",33,2,1991
"27496",66,2,1991
"27497",67,2,1991
"27498",65,1,1991
"27499",59,2,1991
"27500",20,2,1991
"27501",85,2,1991
"27502",39,1,1991
"27503",32,2,1991
"27504",63,2,1991
"27505",35,2,1991
"27506",77,1,1991
"27507",21,1,1991
"27508",45,2,1991
"27509",22,2,1991
"27510",34,2,1991
"27511",66,2,1991
"27512",26,2,1991
"27513",32,2,1991
"27514",39,2,1991
"27515",74,1,1991
"27516",61,2,1991
"27517",35,2,1991
"27518",26,1,1991
"27519",51,2,1991
"27520",45,2,1991
"27521",24,2,1991
"27522",73,2,1991
"27523",87,2,1991
"27524",41,2,1991
"27525",37,2,1991
"27526",29,2,1991
"27527",48,2,1991
"27528",58,2,1991
"27529",63,1,1991
"27530",73,2,1991
"27531",54,2,1991
"27532",22,1,1991
"27533",45,2,1991
"27534",23,2,1991
"27535",88,2,1991
"27536",36,1,1991
"27537",39,1,1991
"27538",23,2,1991
"27539",49,2,1991
"27540",71,1,1991
"27541",82,1,1991
"27542",41,2,1991
"27543",68,2,1991
"27544",60,2,1991
"27545",47,1,1991
"27546",60,2,1991
"27547",41,2,1991
"27548",55,2,1991
"27549",27,2,1991
"27550",48,2,1991
"27551",79,2,1991
"27552",61,2,1991
"27553",52,2,1991
"27554",36,1,1991
"27555",21,2,1991
"27556",33,2,1991
"27557",41,2,1991
"27558",43,1,1991
"27559",39,2,1991
"27560",43,1,1991
"27561",60,2,1991
"27562",50,2,1991
"27563",43,1,1991
"27564",49,1,1991
"27565",63,1,1991
"27566",74,2,1991
"27567",34,2,1991
"27568",39,2,1991
"27569",34,2,1991
"27570",22,1,1991
"27571",49,1,1991
"27572",36,2,1991
"27573",28,1,1991
"27574",65,1,1991
"27575",28,2,1991
"27576",65,2,1991
"27577",22,1,1991
"27578",59,1,1991
"27579",79,1,1991
"27580",33,1,1991
"27581",41,2,1991
"27582",35,2,1991
"27583",58,2,1991
"27584",32,1,1991
"27585",32,2,1991
"27586",26,2,1991
"27587",58,2,1991
"27588",21,1,1991
"27589",63,1,1991
"27590",37,2,1991
"27591",32,1,1991
"27592",45,1,1991
"27593",36,1,1991
"27594",28,1,1991
"27595",43,1,1991
"27596",80,2,1991
"27597",42,1,1991
"27598",33,2,1991
"27599",49,1,1991
"27600",58,2,1991
"27601",65,2,1991
"27602",74,1,1991
"27603",43,1,1991
"27604",73,1,1991
"27605",73,1,1991
"27606",76,2,1991
"27607",69,1,1991
"27608",54,2,1991
"27609",67,2,1991
"27610",60,2,1991
"27611",70,2,1991
"27612",37,2,1991
"27613",40,2,1991
"27614",71,2,1991
"27615",78,2,1991
"27616",48,1,1991
"27617",34,2,1991
"27618",32,1,1991
"27619",54,2,1991
"27620",24,1,1991
"27621",44,1,1991
"27622",48,2,1991
"27623",25,1,1991
"27624",54,2,1991
"27625",77,2,1991
"27626",61,2,1991
"27627",71,2,1991
"27628",77,2,1991
"27629",27,2,1991
"27630",62,2,1991
"27631",61,2,1991
"27632",22,1,1991
"27633",33,2,1991
"27634",25,2,1991
"27635",51,2,1991
"27636",75,1,1991
"27637",67,1,1991
"27638",40,2,1991
"27639",32,2,1991
"27640",26,2,1991
"27641",34,1,1991
"27642",30,2,1991
"27643",53,2,1991
"27644",47,1,1991
"27645",61,2,1991
"27646",50,2,1991
"27647",68,1,1991
"27648",76,1,1991
"27649",56,2,1991
"27650",44,2,1991
"27651",39,2,1991
"27652",59,1,1991
"27653",43,2,1991
"27654",78,2,1991
"27655",48,1,1991
"27656",48,2,1991
"27657",47,1,1991
"27658",44,1,1991
"27659",22,2,1991
"27660",47,1,1991
"27661",27,2,1991
"27662",44,2,1991
"27663",38,1,1991
"27664",26,2,1991
"27665",32,2,1991
"27666",-99,2,1991
"27667",32,2,1991
"27668",33,2,1991
"27669",71,2,1991
"27670",55,2,1991
"27671",48,2,1991
"27672",69,2,1991
"27673",41,2,1991
"27674",57,2,1991
"27675",35,1,1991
"27676",42,2,1991
"27677",64,2,1991
"27678",64,2,1991
"27679",45,1,1991
"27680",51,1,1991
"27681",71,1,1991
"27682",77,2,1991
"27683",21,2,1991
"27684",22,1,1991
"27685",20,2,1991
"27686",21,1,1991
"27687",21,1,1991
"27688",24,1,1991
"27689",22,1,1991
"27690",23,1,1991
"27691",73,2,1991
"27692",78,2,1991
"27693",23,1,1991
"27694",22,1,1991
"27695",22,2,1991
"27696",27,1,1991
"27697",23,1,1991
"27698",21,2,1991
"27699",22,2,1991
"27700",23,2,1991
"27701",22,2,1991
"27702",22,1,1991
"27703",34,2,1991
"27704",37,2,1991
"27705",68,2,1991
"27706",43,2,1991
"27707",78,2,1991
"27708",63,2,1991
"27709",28,1,1991
"27710",35,2,1991
"27711",47,1,1991
"27712",22,2,1991
"27713",82,1,1991
"27714",28,2,1991
"27715",65,2,1991
"27716",24,2,1991
"27717",50,2,1991
"27718",52,2,1991
"27719",58,1,1991
"27720",41,1,1991
"27721",33,2,1991
"27722",35,1,1991
"27723",41,2,1991
"27724",43,2,1991
"27725",32,2,1991
"27726",36,2,1991
"27727",34,1,1991
"27728",33,2,1991
"27729",30,1,1991
"27730",31,2,1991
"27731",62,1,1991
"27732",47,2,1991
"27733",31,2,1991
"27734",73,2,1991
"27735",71,2,1991
"27736",81,2,1991
"27737",57,2,1991
"27738",73,2,1991
"27739",41,2,1991
"27740",69,2,1991
"27741",61,1,1991
"27742",32,1,1991
"27743",44,1,1991
"27744",43,2,1991
"27745",76,2,1991
"27746",34,2,1991
"27747",82,2,1991
"27748",34,2,1991
"27749",41,2,1991
"27750",30,2,1991
"27751",27,1,1991
"27752",39,1,1991
"27753",41,1,1991
"27754",72,2,1991
"27755",35,1,1991
"27756",35,2,1991
"27757",66,2,1991
"27758",64,1,1991
"27759",29,2,1991
"27760",50,2,1991
"27761",31,2,1991
"27762",56,2,1991
"27763",48,2,1991
"27764",60,2,1991
"27765",73,2,1991
"27766",36,2,1991
"27767",32,2,1991
"27768",28,2,1991
"27769",45,1,1991
"27770",66,2,1991
"27771",33,1,1991
"27772",51,1,1991
"27773",42,1,1991
"27774",22,1,1991
"27775",70,2,1991
"27776",48,1,1991
"27777",35,1,1991
"27778",35,1,1991
"27779",82,1,1991
"27780",30,1,1991
"27781",70,1,1991
"27782",47,2,1991
"27783",43,1,1993
"27784",44,1,1993
"27785",43,2,1993
"27786",45,2,1993
"27787",78,2,1993
"27788",83,1,1993
"27789",55,2,1993
"27790",75,1,1993
"27791",31,1,1993
"27792",54,2,1993
"27793",29,2,1993
"27794",23,2,1993
"27795",61,2,1993
"27796",63,2,1993
"27797",33,2,1993
"27798",36,2,1993
"27799",39,2,1993
"27800",55,1,1993
"27801",55,2,1993
"27802",34,1,1993
"27803",36,2,1993
"27804",44,2,1993
"27805",80,1,1993
"27806",32,1,1993
"27807",37,1,1993
"27808",32,1,1993
"27809",49,2,1993
"27810",45,2,1993
"27811",36,2,1993
"27812",23,2,1993
"27813",29,1,1993
"27814",30,2,1993
"27815",40,2,1993
"27816",26,2,1993
"27817",66,1,1993
"27818",53,2,1993
"27819",20,2,1993
"27820",63,2,1993
"27821",41,1,1993
"27822",33,2,1993
"27823",34,1,1993
"27824",61,2,1993
"27825",29,2,1993
"27826",45,2,1993
"27827",31,1,1993
"27828",20,1,1993
"27829",28,1,1993
"27830",34,2,1993
"27831",45,2,1993
"27832",35,2,1993
"27833",48,1,1993
"27834",47,2,1993
"27835",39,1,1993
"27836",20,1,1993
"27837",27,2,1993
"27838",36,1,1993
"27839",78,1,1993
"27840",42,2,1993
"27841",31,2,1993
"27842",44,2,1993
"27843",39,1,1993
"27844",19,2,1993
"27845",37,2,1993
"27846",48,2,1993
"27847",39,2,1993
"27848",45,1,1993
"27849",46,1,1993
"27850",23,2,1993
"27851",37,2,1993
"27852",27,1,1993
"27853",23,2,1993
"27854",31,1,1993
"27855",30,2,1993
"27856",77,1,1993
"27857",41,1,1993
"27858",70,2,1993
"27859",81,1,1993
"27860",41,1,1993
"27861",41,2,1993
"27862",69,2,1993
"27863",41,2,1993
"27864",32,2,1993
"27865",29,2,1993
"27866",51,2,1993
"27867",35,1,1993
"27868",36,1,1993
"27869",41,1,1993
"27870",62,2,1993
"27871",44,1,1993
"27872",64,2,1993
"27873",49,1,1993
"27874",62,2,1993
"27875",62,2,1993
"27876",49,2,1993
"27877",49,2,1993
"27878",45,1,1993
"27879",75,1,1993
"27880",75,1,1993
"27881",18,1,1993
"27882",31,1,1993
"27883",27,2,1993
"27884",45,1,1993
"27885",27,1,1993
"27886",31,1,1993
"27887",28,1,1993
"27888",52,1,1993
"27889",69,1,1993
"27890",43,1,1993
"27891",28,1,1993
"27892",52,2,1993
"27893",41,2,1993
"27894",37,2,1993
"27895",36,2,1993
"27896",24,2,1993
"27897",51,1,1993
"27898",57,1,1993
"27899",72,1,1993
"27900",45,2,1993
"27901",32,1,1993
"27902",64,2,1993
"27903",63,2,1993
"27904",50,1,1993
"27905",71,2,1993
"27906",59,1,1993
"27907",30,1,1993
"27908",37,2,1993
"27909",54,2,1993
"27910",43,1,1993
"27911",-99,1,1993
"27912",62,2,1993
"27913",60,2,1993
"27914",60,1,1993
"27915",46,2,1993
"27916",28,2,1993
"27917",30,2,1993
"27918",27,1,1993
"27919",45,2,1993
"27920",51,1,1993
"27921",38,1,1993
"27922",44,1,1993
"27923",40,1,1993
"27924",50,2,1993
"27925",51,1,1993
"27926",40,2,1993
"27927",34,2,1993
"27928",54,2,1993
"27929",59,1,1993
"27930",36,1,1993
"27931",35,1,1993
"27932",30,2,1993
"27933",34,2,1993
"27934",32,1,1993
"27935",73,2,1993
"27936",66,1,1993
"27937",33,2,1993
"27938",38,2,1993
"27939",49,2,1993
"27940",56,1,1993
"27941",55,1,1993
"27942",61,2,1993
"27943",34,1,1993
"27944",43,2,1993
"27945",37,2,1993
"27946",48,1,1993
"27947",43,2,1993
"27948",65,1,1993
"27949",35,1,1993
"27950",82,2,1993
"27951",62,2,1993
"27952",59,2,1993
"27953",38,1,1993
"27954",43,2,1993
"27955",31,1,1993
"27956",30,2,1993
"27957",40,1,1993
"27958",27,1,1993
"27959",52,1,1993
"27960",32,2,1993
"27961",70,1,1993
"27962",55,2,1993
"27963",53,2,1993
"27964",35,2,1993
"27965",-99,2,1993
"27966",30,2,1993
"27967",79,2,1993
"27968",72,2,1993
"27969",81,2,1993
"27970",76,2,1993
"27971",30,1,1993
"27972",45,2,1993
"27973",34,1,1993
"27974",71,1,1993
"27975",43,2,1993
"27976",37,1,1993
"27977",35,2,1993
"27978",80,2,1993
"27979",75,2,1993
"27980",67,1,1993
"27981",42,2,1993
"27982",76,2,1993
"27983",67,2,1993
"27984",55,2,1993
"27985",66,1,1993
"27986",69,1,1993
"27987",57,2,1993
"27988",57,2,1993
"27989",85,2,1993
"27990",74,2,1993
"27991",36,1,1993
"27992",32,2,1993
"27993",46,1,1993
"27994",30,2,1993
"27995",59,2,1993
"27996",39,1,1993
"27997",49,2,1993
"27998",51,2,1993
"27999",73,2,1993
"28000",47,1,1993
"28001",53,1,1993
"28002",41,2,1993
"28003",38,1,1993
"28004",54,2,1993
"28005",58,1,1993
"28006",52,1,1993
"28007",33,2,1993
"28008",71,2,1993
"28009",59,2,1993
"28010",33,2,1993
"28011",50,1,1993
"28012",51,2,1993
"28013",60,2,1993
"28014",69,2,1993
"28015",41,2,1993
"28016",49,1,1993
"28017",57,1,1993
"28018",77,2,1993
"28019",50,2,1993
"28020",41,2,1993
"28021",50,2,1993
"28022",53,2,1993
"28023",34,1,1993
"28024",47,2,1993
"28025",45,2,1993
"28026",35,1,1993
"28027",72,1,1993
"28028",37,1,1993
"28029",41,2,1993
"28030",27,2,1993
"28031",27,2,1993
"28032",50,1,1993
"28033",28,1,1993
"28034",31,1,1993
"28035",51,1,1993
"28036",25,2,1993
"28037",41,1,1993
"28038",26,1,1993
"28039",20,2,1993
"28040",21,2,1993
"28041",43,1,1993
"28042",44,1,1993
"28043",43,2,1993
"28044",39,1,1993
"28045",54,2,1993
"28046",47,2,1993
"28047",77,2,1993
"28048",47,2,1993
"28049",27,2,1993
"28050",39,1,1993
"28051",54,2,1993
"28052",44,2,1993
"28053",27,2,1993
"28054",37,2,1993
"28055",22,2,1993
"28056",52,2,1993
"28057",76,2,1993
"28058",54,2,1993
"28059",65,1,1993
"28060",71,2,1993
"28061",49,2,1993
"28062",24,2,1993
"28063",43,1,1993
"28064",41,1,1993
"28065",41,2,1993
"28066",46,2,1993
"28067",65,2,1993
"28068",33,1,1993
"28069",33,2,1993
"28070",45,2,1993
"28071",25,2,1993
"28072",24,1,1993
"28073",45,1,1993
"28074",65,2,1993
"28075",44,1,1993
"28076",30,2,1993
"28077",72,1,1993
"28078",46,2,1993
"28079",64,2,1993
"28080",75,1,1993
"28081",71,1,1993
"28082",41,2,1993
"28083",69,2,1993
"28084",37,1,1993
"28085",36,2,1993
"28086",39,2,1993
"28087",52,1,1993
"28088",44,1,1993
"28089",21,1,1993
"28090",42,2,1993
"28091",35,2,1993
"28092",26,1,1993
"28093",48,2,1993
"28094",68,2,1993
"28095",26,1,1993
"28096",25,1,1993
"28097",36,1,1993
"28098",55,2,1993
"28099",41,1,1993
"28100",43,1,1993
"28101",66,2,1993
"28102",42,2,1993
"28103",29,2,1993
"28104",41,2,1993
"28105",19,2,1993
"28106",47,1,1993
"28107",49,1,1993
"28108",58,1,1993
"28109",19,2,1993
"28110",35,1,1993
"28111",30,2,1993
"28112",42,1,1993
"28113",54,2,1993
"28114",43,2,1993
"28115",33,2,1993
"28116",21,1,1993
"28117",26,1,1993
"28118",42,1,1993
"28119",34,1,1993
"28120",25,2,1993
"28121",43,1,1993
"28122",65,1,1993
"28123",20,1,1993
"28124",22,2,1993
"28125",23,2,1993
"28126",22,2,1993
"28127",22,1,1993
"28128",20,2,1993
"28129",41,1,1993
"28130",21,2,1993
"28131",33,1,1993
"28132",87,2,1993
"28133",77,2,1993
"28134",40,1,1993
"28135",25,1,1993
"28136",51,1,1993
"28137",32,2,1993
"28138",30,2,1993
"28139",86,1,1993
"28140",40,2,1993
"28141",46,2,1993
"28142",40,2,1993
"28143",43,1,1993
"28144",46,1,1993
"28145",70,2,1993
"28146",32,1,1993
"28147",37,1,1993
"28148",53,1,1993
"28149",32,2,1993
"28150",52,1,1993
"28151",71,2,1993
"28152",43,2,1993
"28153",25,1,1993
"28154",46,1,1993
"28155",66,2,1993
"28156",42,1,1993
"28157",38,1,1993
"28158",23,1,1993
"28159",59,2,1993
"28160",35,2,1993
"28161",62,1,1993
"28162",19,1,1993
"28163",19,2,1993
"28164",58,2,1993
"28165",59,2,1993
"28166",19,2,1993
"28167",68,2,1993
"28168",47,1,1993
"28169",19,1,1993
"28170",35,1,1993
"28171",44,2,1993
"28172",50,1,1993
"28173",41,2,1993
"28174",38,2,1993
"28175",36,2,1993
"28176",43,1,1993
"28177",35,2,1993
"28178",25,1,1993
"28179",25,1,1993
"28180",25,2,1993
"28181",73,1,1993
"28182",36,1,1993
"28183",35,1,1993
"28184",67,2,1993
"28185",51,2,1993
"28186",58,2,1993
"28187",40,2,1993
"28188",68,1,1993
"28189",19,2,1993
"28190",52,1,1993
"28191",40,1,1993
"28192",53,2,1993
"28193",63,2,1993
"28194",75,2,1993
"28195",38,2,1993
"28196",38,2,1993
"28197",49,1,1993
"28198",50,2,1993
"28199",78,2,1993
"28200",57,1,1993
"28201",69,2,1993
"28202",68,2,1993
"28203",72,1,1993
"28204",58,1,1993
"28205",45,2,1993
"28206",20,1,1993
"28207",78,1,1993
"28208",52,1,1993
"28209",39,1,1993
"28210",81,2,1993
"28211",36,2,1993
"28212",51,2,1993
"28213",78,2,1993
"28214",25,2,1993
"28215",41,2,1993
"28216",36,1,1993
"28217",33,2,1993
"28218",51,1,1993
"28219",47,2,1993
"28220",21,2,1993
"28221",59,2,1993
"28222",34,1,1993
"28223",23,2,1993
"28224",76,1,1993
"28225",40,2,1993
"28226",38,2,1993
"28227",66,2,1993
"28228",73,2,1993
"28229",80,1,1993
"28230",57,2,1993
"28231",78,2,1993
"28232",66,2,1993
"28233",88,1,1993
"28234",58,2,1993
"28235",39,1,1993
"28236",31,2,1993
"28237",51,2,1993
"28238",37,1,1993
"28239",32,2,1993
"28240",73,2,1993
"28241",47,1,1993
"28242",71,2,1993
"28243",42,1,1993
"28244",75,2,1993
"28245",72,2,1993
"28246",63,2,1993
"28247",89,2,1993
"28248",49,1,1993
"28249",64,1,1993
"28250",64,2,1993
"28251",46,1,1993
"28252",76,2,1993
"28253",72,2,1993
"28254",77,2,1993
"28255",46,2,1993
"28256",24,1,1993
"28257",27,2,1993
"28258",21,2,1993
"28259",32,2,1993
"28260",40,1,1993
"28261",45,2,1993
"28262",26,2,1993
"28263",84,2,1993
"28264",46,2,1993
"28265",32,2,1993
"28266",36,1,1993
"28267",21,2,1993
"28268",30,2,1993
"28269",23,2,1993
"28270",51,2,1993
"28271",82,1,1993
"28272",40,1,1993
"28273",51,1,1993
"28274",54,2,1993
"28275",61,2,1993
"28276",27,1,1993
"28277",55,2,1993
"28278",33,1,1993
"28279",61,2,1993
"28280",38,2,1993
"28281",36,2,1993
"28282",50,2,1993
"28283",67,2,1993
"28284",81,2,1993
"28285",50,2,1993
"28286",63,1,1993
"28287",43,2,1993
"28288",39,2,1993
"28289",47,1,1993
"28290",44,2,1993
"28291",28,1,1993
"28292",32,2,1993
"28293",20,1,1993
"28294",50,1,1993
"28295",31,2,1993
"28296",49,2,1993
"28297",62,2,1993
"28298",66,1,1993
"28299",29,1,1993
"28300",30,1,1993
"28301",34,1,1993
"28302",63,2,1993
"28303",43,2,1993
"28304",55,2,1993
"28305",39,2,1993
"28306",36,1,1993
"28307",77,2,1993
"28308",39,1,1993
"28309",28,2,1993
"28310",23,1,1993
"28311",21,1,1993
"28312",63,1,1993
"28313",46,2,1993
"28314",42,1,1993
"28315",39,2,1993
"28316",77,2,1993
"28317",46,1,1993
"28318",28,2,1993
"28319",87,1,1993
"28320",76,2,1993
"28321",84,2,1993
"28322",49,1,1993
"28323",31,2,1993
"28324",56,2,1993
"28325",28,1,1993
"28326",30,2,1993
"28327",24,1,1993
"28328",37,2,1993
"28329",48,2,1993
"28330",45,1,1993
"28331",77,2,1993
"28332",73,2,1993
"28333",65,2,1993
"28334",74,1,1993
"28335",22,2,1993
"28336",19,1,1993
"28337",49,1,1993
"28338",40,2,1993
"28339",74,2,1993
"28340",89,2,1993
"28341",36,1,1993
"28342",35,1,1993
"28343",36,2,1993
"28344",37,2,1993
"28345",53,2,1993
"28346",74,1,1993
"28347",55,1,1993
"28348",39,1,1993
"28349",89,2,1993
"28350",74,2,1993
"28351",89,1,1993
"28352",72,1,1993
"28353",52,2,1993
"28354",38,2,1993
"28355",52,1,1993
"28356",76,1,1993
"28357",58,2,1993
"28358",70,1,1993
"28359",43,1,1993
"28360",24,1,1993
"28361",74,2,1993
"28362",56,2,1993
"28363",73,2,1993
"28364",39,1,1993
"28365",87,1,1993
"28366",38,1,1993
"28367",28,2,1993
"28368",40,1,1993
"28369",24,1,1993
"28370",49,1,1993
"28371",42,2,1993
"28372",64,1,1993
"28373",63,2,1993
"28374",58,2,1993
"28375",59,2,1993
"28376",47,1,1993
"28377",88,2,1993
"28378",82,1,1993
"28379",87,1,1993
"28380",75,1,1993
"28381",43,1,1993
"28382",35,2,1993
"28383",35,1,1993
"28384",20,2,1993
"28385",37,1,1993
"28386",24,2,1993
"28387",62,2,1993
"28388",28,2,1993
"28389",51,2,1993
"28390",44,2,1993
"28391",36,1,1993
"28392",77,2,1993
"28393",44,1,1993
"28394",73,1,1993
"28395",28,1,1993
"28396",51,1,1993
"28397",37,2,1993
"28398",64,1,1993
"28399",74,2,1993
"28400",57,1,1993
"28401",69,2,1993
"28402",33,1,1993
"28403",56,2,1993
"28404",40,2,1993
"28405",47,2,1993
"28406",34,1,1993
"28407",47,1,1993
"28408",87,1,1993
"28409",60,1,1993
"28410",70,2,1993
"28411",43,1,1993
"28412",43,2,1993
"28413",21,2,1993
"28414",72,2,1993
"28415",81,2,1993
"28416",82,2,1993
"28417",86,2,1993
"28418",27,1,1993
"28419",77,2,1993
"28420",71,1,1993
"28421",62,1,1993
"28422",39,1,1993
"28423",45,1,1993
"28424",35,2,1993
"28425",42,2,1993
"28426",65,1,1993
"28427",26,1,1993
"28428",45,1,1993
"28429",46,2,1993
"28430",47,2,1993
"28431",27,2,1993
"28432",30,1,1993
"28433",25,2,1993
"28434",29,2,1993
"28435",52,2,1993
"28436",39,2,1993
"28437",52,2,1993
"28438",-99,2,1993
"28439",51,2,1993
"28440",28,1,1993
"28441",30,2,1993
"28442",48,2,1993
"28443",36,2,1993
"28444",31,2,1993
"28445",29,1,1993
"28446",37,2,1993
"28447",55,1,1993
"28448",40,2,1993
"28449",20,1,1993
"28450",46,1,1993
"28451",72,1,1993
"28452",27,2,1993
"28453",79,2,1993
"28454",73,1,1993
"28455",75,2,1993
"28456",72,1,1993
"28457",75,1,1993
"28458",63,1,1993
"28459",21,2,1993
"28460",41,1,1993
"28461",33,1,1993
"28462",21,1,1993
"28463",29,2,1993
"28464",40,2,1993
"28465",18,2,1993
"28466",73,1,1993
"28467",47,1,1993
"28468",73,2,1993
"28469",58,1,1993
"28470",40,2,1993
"28471",81,1,1993
"28472",41,1,1993
"28473",73,1,1993
"28474",33,1,1993
"28475",52,2,1993
"28476",34,2,1993
"28477",58,2,1993
"28478",47,2,1993
"28479",79,1,1993
"28480",43,2,1993
"28481",63,2,1993
"28482",85,1,1993
"28483",45,2,1993
"28484",26,1,1993
"28485",42,1,1993
"28486",41,1,1993
"28487",53,1,1993
"28488",68,1,1993
"28489",49,2,1993
"28490",41,1,1993
"28491",81,1,1993
"28492",65,2,1993
"28493",42,2,1993
"28494",26,1,1993
"28495",20,2,1993
"28496",57,2,1993
"28497",28,2,1993
"28498",50,2,1993
"28499",43,2,1993
"28500",30,2,1993
"28501",58,1,1993
"28502",22,2,1993
"28503",63,1,1993
"28504",65,2,1993
"28505",50,2,1993
"28506",75,2,1993
"28507",54,2,1993
"28508",33,1,1993
"28509",36,1,1993
"28510",82,1,1993
"28511",36,2,1993
"28512",48,2,1993
"28513",27,2,1993
"28514",49,1,1993
"28515",55,1,1993
"28516",37,2,1993
"28517",28,1,1993
"28518",21,2,1993
"28519",39,2,1993
"28520",63,1,1993
"28521",23,1,1993
"28522",18,2,1993
"28523",24,1,1993
"28524",56,2,1993
"28525",31,1,1993
"28526",65,1,1993
"28527",47,1,1993
"28528",81,2,1993
"28529",76,2,1993
"28530",48,2,1993
"28531",54,2,1993
"28532",23,2,1993
"28533",60,2,1993
"28534",75,2,1993
"28535",75,2,1993
"28536",83,1,1993
"28537",46,1,1993
"28538",35,2,1993
"28539",34,1,1993
"28540",67,1,1993
"28541",25,2,1993
"28542",84,2,1993
"28543",47,1,1993
"28544",62,2,1993
"28545",62,1,1993
"28546",81,2,1993
"28547",42,1,1993
"28548",46,2,1993
"28549",40,2,1993
"28550",48,2,1993
"28551",46,2,1993
"28552",20,1,1993
"28553",73,2,1993
"28554",38,2,1993
"28555",38,1,1993
"28556",76,2,1993
"28557",56,1,1993
"28558",38,2,1993
"28559",74,1,1993
"28560",69,2,1993
"28561",57,1,1993
"28562",58,2,1993
"28563",76,2,1993
"28564",35,1,1993
"28565",36,2,1993
"28566",39,2,1993
"28567",20,2,1993
"28568",43,1,1993
"28569",39,2,1993
"28570",48,1,1993
"28571",52,2,1993
"28572",82,1,1993
"28573",44,1,1993
"28574",38,1,1993
"28575",44,2,1993
"28576",24,2,1993
"28577",35,1,1993
"28578",48,1,1993
"28579",78,2,1993
"28580",24,1,1993
"28581",29,2,1993
"28582",36,2,1993
"28583",66,2,1993
"28584",54,2,1993
"28585",37,2,1993
"28586",55,1,1993
"28587",72,2,1993
"28588",78,2,1993
"28589",42,2,1993
"28590",75,2,1993
"28591",38,2,1993
"28592",40,1,1993
"28593",62,2,1993
"28594",30,1,1993
"28595",49,1,1993
"28596",43,1,1993
"28597",41,1,1993
"28598",57,2,1993
"28599",30,2,1993
"28600",36,1,1993
"28601",52,2,1993
"28602",-99,2,1993
"28603",47,1,1993
"28604",32,1,1993
"28605",74,1,1993
"28606",35,2,1993
"28607",31,2,1993
"28608",40,1,1993
"28609",30,2,1993
"28610",51,1,1993
"28611",76,1,1993
"28612",56,1,1993
"28613",24,1,1993
"28614",38,1,1993
"28615",74,1,1993
"28616",60,2,1993
"28617",63,2,1993
"28618",64,1,1993
"28619",51,1,1993
"28620",31,2,1993
"28621",74,2,1993
"28622",33,1,1993
"28623",27,1,1993
"28624",22,2,1993
"28625",40,1,1993
"28626",21,2,1993
"28627",33,2,1993
"28628",43,2,1993
"28629",20,1,1993
"28630",31,2,1993
"28631",35,1,1993
"28632",22,2,1993
"28633",42,1,1993
"28634",39,1,1993
"28635",40,1,1993
"28636",66,1,1993
"28637",19,1,1993
"28638",69,1,1993
"28639",34,1,1993
"28640",19,2,1993
"28641",43,2,1993
"28642",77,2,1993
"28643",89,1,1993
"28644",44,1,1993
"28645",41,2,1993
"28646",53,2,1993
"28647",53,2,1993
"28648",38,2,1993
"28649",32,1,1993
"28650",39,2,1993
"28651",55,2,1993
"28652",47,2,1993
"28653",43,1,1993
"28654",37,1,1993
"28655",46,1,1993
"28656",32,1,1993
"28657",57,2,1993
"28658",28,2,1993
"28659",32,2,1993
"28660",56,1,1993
"28661",33,2,1993
"28662",26,1,1993
"28663",45,2,1993
"28664",44,1,1993
"28665",54,2,1993
"28666",46,2,1993
"28667",55,2,1993
"28668",36,1,1993
"28669",25,2,1993
"28670",38,1,1993
"28671",54,2,1993
"28672",25,2,1993
"28673",35,2,1993
"28674",36,2,1993
"28675",68,2,1993
"28676",47,2,1993
"28677",49,1,1993
"28678",52,1,1993
"28679",46,1,1993
"28680",39,1,1993
"28681",67,2,1993
"28682",27,2,1993
"28683",71,2,1993
"28684",41,2,1993
"28685",68,2,1993
"28686",28,2,1993
"28687",26,2,1993
"28688",38,2,1993
